,Timestamp,Impressions
112,2021-09-11 20:23:39,47935
113,2021-09-11 20:25:35,47939
114,2021-09-11 20:27:53,47958
115,2021-09-11 20:32:48,51335
116,2021-09-11 20:36:00,51454
117,2021-09-11 20:41:32,51472
118,2021-09-11 20:41:49,51478
119,2021-09-11 20:42:27,51498
120,2021-09-11 20:43:37,51584
121,2021-09-11 20:49:07,51592
122,2021-09-11 20:54:03,51614
123,2021-09-11 20:54:33,51680
124,2021-09-11 20:56:42,51837
125,2021-09-11 20:58:36,51876
126,2021-09-11 21:05:34,51902
127,2021-09-11 21:07:59,52220
128,2021-09-11 21:13:53,52298
129,2021-09-11 21:14:41,52445
130,2021-09-11 21:14:46,52637
131,2021-09-11 21:22:35,52780
132,2021-09-11 21:27:59,52873
133,2021-09-11 21:28:47,52881
134,2021-09-11 21:32:46,53066
135,2021-09-11 21:36:41,53114
136,2021-09-11 21:37:31,53114
137,2021-09-11 21:50:41,53124
138,2021-09-11 21:54:43,53295
139,2021-09-11 21:55:31,53353
140,2021-09-11 22:01:19,53548
141,2021-09-11 22:01:39,53553
142,2021-09-11 22:17:51,53629
143,2021-09-11 22:29:46,53765
144,2021-09-11 22:39:07,53765
145,2021-09-11 22:42:06,53951
146,2021-09-11 22:45:19,53967
147,2021-09-11 23:00:25,54063
148,2021-09-11 23:36:23,54297
149,2021-09-12 00:29:52,54428
150,2021-09-12 03:02:46,54537
151,2021-09-12 03:28:38,54543
152,2021-09-12 04:14:36,54768
153,2021-09-12 04:22:17,54787
154,2021-09-12 05:12:39,54813
155,2021-09-12 05:28:52,54903
156,2021-09-12 05:34:05,54919
157,2021-09-12 06:04:58,55787
158,2021-09-12 06:07:32,55820
159,2021-09-12 06:09:17,57379
160,2021-09-12 06:41:21,57604
161,2021-09-12 06:47:21,57604
162,2021-09-12 06:47:33,57606
163,2021-09-12 06:59:37,57622
164,2021-09-12 07:12:08,57630
165,2021-09-12 07:29:24,57664
166,2021-09-12 09:03:20,57665
167,2021-09-12 09:30:25,57694
168,2021-09-12 09:59:56,57709
169,2021-09-12 10:16:03,57819
170,2021-09-12 10:17:52,57833
171,2021-09-12 11:00:37,58228
172,2021-09-12 11:03:31,58324
173,2021-09-12 15:36:41,58330
174,2021-09-12 17:25:14,58341
